product_name,mrp_rupees,selling_price_rupees,discount_percent,available_quantity,weight_gms,is_out_of_stock,sku_rows,category_count,categories
Dettol Clinical Strength Hand Sanitizer Liquid,250.0,225.0,10,6,500,False,3,3,"Health & Hygiene, Paan Corner, Personal Care"
Dettol Hand Sanitizer,100.0,95.0,5,6,200,False,3,3,"Health & Hygiene, Paan Corner, Personal Care"
Dettol Original Germ Protection Alcohol Based Hand Sanitizer,25.0,25.0,0,6,50,False,3,3,"Health & Hygiene, Paan Corner, Personal Care"
Dr Oetker Cucumber & Carrot Sandwich Spread Veg,79.0,79.0,0,0,250,True,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Eastern Chicken Masala,70.0,65.0,7,3,100,False,3,3,"Cooking Essentials, Meats, Fish & Eggs, Munchies"
Eastern Fish Masala,48.0,47.0,2,5,100,False,3,3,"Cooking Essentials, Meats, Fish & Eggs, Munchies"
Everest Meat Masala Powder,74.0,67.0,9,3,100,False,3,3,"Cooking Essentials, Meats, Fish & Eggs, Munchies"
Everest Powder - Egg Curry Masala,40.0,39.0,2,6,50,False,3,3,"Cooking Essentials, Meats, Fish & Eggs, Munchies"
Everest Tandoori Chicken Masala,39.0,38.0,2,5,50,False,3,3,"Cooking Essentials, Meats, Fish & Eggs, Munchies"
Everest Tandoori Chicken Masala,74.0,67.0,9,3,100,False,3,3,"Cooking Essentials, Meats, Fish & Eggs, Munchies"
Ferrero Nutella Hazelnut Spread,220.0,207.0,5,2,180,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Ferrero Nutella Hazeulnut Spread,380.0,357.0,6,5,350,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Figaro Pitted Black Olive,179.0,179.0,0,6,450,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Figaro Plain Green Olive,179.0,179.0,0,6,450,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Figaro Sliced Black Olive,179.0,179.0,0,6,450,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Gillette Venus Close & Clean Razor,249.0,230.0,7,0,58,True,3,3,"Health & Hygiene, Paan Corner, Personal Care"
Gits Pav Bhaji Ready to Eat,110.0,85.0,22,6,300,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Godrej Yummiez Cheese Corn Nuggets,230.0,230.0,0,4,400,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Hershey's Cocoa + Almond Spread,295.0,266.0,9,0,350,True,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Hershey's Cocoa Spread,295.0,295.0,0,3,350,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
ITC Master Chef Cheesy Corn Triangles,160.0,152.0,5,0,320,True,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
ITC Master Chef Chicken Galouti Kebab,170.0,162.0,4,2,210,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
ITC Master Chef Chicken Seekh Kabab,325.0,325.0,0,6,500,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
ITC Master Chef Classic Aloo Tikki,80.0,72.0,10,3,320,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
ITC Master Chef Crispy Chicken Fries,170.0,162.0,4,3,280,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
ITC Master Chef Lebanese Falafel Kebab,130.0,124.0,4,4,230,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
ITC Master Chef Veggie Pizza Pocket,170.0,162.0,4,4,340,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Kellogg's All Bran Wheat Flakes,220.0,205.0,6,5,425,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Kellogg's Almonds And Cranberries Granola,330.0,310.0,6,6,460,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Kellogg's Chocos,130.0,117.0,10,6,250,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Kellogg's Chocos,299.0,269.0,10,4,700,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Kellogg's Chocos Combo Pack,60.0,56.0,6,0,156,True,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Kellogg's Chocos Protein And Fibre Of 1 Roti,499.0,444.0,11,6,1200,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Kellogg's Corn Flakes,425.0,383.0,9,1,1000,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Kellogg's Crunchy Bites Chocos,190.0,171.0,10,6,375,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Kellogg's Crunchy Fruit & Nut Breakfast Cereals Muesli,445.0,401.0,9,6,750,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Kellogg's Crunchy Granola Chocolate & Almonds,330.0,294.0,10,3,450,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
"Kellogg's Crunchy Granola Honey, Almonds, Strawberries & Pumpkin Seeds",330.0,294.0,10,1,450,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Kellogg's Muesli 20% Nuts Delight,320.0,320.0,0,6,500,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Kellogg's Muesli Nuts Delight,425.0,383.0,9,3,750,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Kellogg's No Added Sugar Muesli,335.0,298.0,11,6,500,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Kellogg's Original Corn Flakes,185.0,175.0,5,6,475,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Kellogg's Original Corn Flakes,310.0,290.0,6,6,875,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Kellogg's Real Almond & Honey Corn Flakes,175.0,158.0,9,6,300,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Kellogg's Real Almond & Honey Corn Flakes,370.0,324.0,12,3,650,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Kellogg's Real Almond & Honey Corn Flakes,550.0,520.0,5,3,1000,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Kellogg's Real Honey Corn Flakes,290.0,267.0,7,5,630,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Kellogg's Special K Original Corn Flakes,140.0,133.0,5,1,290,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Kellogg's Special K Original Corn Flakes,399.0,355.0,11,6,900,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Kelloggs Chocos,170.0,160.0,5,4,385,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Kelloggs Chocos - Moons & Stars,660.0,396.0,40,4,1200,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Kelloggs Chocos Fills Double Chocolat,99.0,88.0,11,6,175,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Kelloggs Chocos Fills Double Chocolaty,185.0,165.0,10,5,250,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Kelloggs Chocos Moon & Stars,330.0,294.0,10,6,680,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Kelloggs Corn Flakes,99.0,86.0,13,6,250,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Kelloggs Corn Flakes With Real Strawberry Pure,265.0,236.0,10,0,575,True,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Kelloggs Muesli - With 22% Fruit Magic,320.0,288.0,10,5,500,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Kelloggs Special K,210.0,192.0,8,5,435,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Kissan Mixed Fruit Jam,155.0,155.0,0,0,500,True,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Kissan Pineapple Jam,165.0,149.0,9,1,500,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Kitchen Of India Ready-To-Eat Pindi Channa,110.0,77.0,30,2,285,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Kitchens Of India Chicken Chettinad,200.0,140.0,30,1,285,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Kitchens Of India Chicken Darbari,200.0,140.0,30,4,285,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Kitchens Of India Dal Makhani,110.0,77.0,30,1,285,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Kitchens Of India Mughlai Paneer,160.0,112.0,30,4,285,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Kitchens Of India Murgh Methi,220.0,154.0,30,5,285,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Kitchens Of India Palak Paneer,130.0,91.0,30,6,285,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Kitchens Of India Rajma Masala,110.0,77.0,30,5,285,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Kitchens Of India Yellow Dal Tadka,110.0,77.0,30,6,285,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Kitchens of India Dal Makhani,110.0,77.0,30,2,285,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Knorr Chinese Hot And Sour Veg Soup,55.0,53.0,3,1,43,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
"Knorr Classic Tomato Soup With 100% Real Vegetabls, No Added Preservatives",55.0,55.0,0,6,53,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Knorr International Mexican Tomato Corn Soup,65.0,61.0,6,3,52,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Knorr Sweet Corn Chicken Soup,55.0,55.0,0,2,42,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
"Kurkure Green Chutney, Rajasthani Style",20.0,20.0,0,0,90,True,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Lijjat Garlic Papad,60.0,57.0,5,5,200,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Lijjat Moong Papad,60.0,57.0,5,0,200,True,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Lijjat Udad Mini Papad,60.0,56.0,6,6,200,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Lijjat Urad Papad,60.0,57.0,5,0,200,True,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
MTR 3 Minute Breakfast - Magic Masala Upma,25.0,25.0,0,6,60,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
MTR Dal Fry,110.0,110.0,0,5,300,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
MTR Dal Makhani,110.0,110.0,0,4,300,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
MTR Paneer Butter Masala & Veg Pulao,175.0,158.0,9,4,375,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
MTR Ready To Eat Palak Paneer,135.0,120.0,11,6,300,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
MTR Ready To Eat Paneer Butter Masala,135.0,122.0,9,2,300,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
MTR Ready to Eat Pav Bhaji,110.0,110.0,0,6,300,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
MTR Roasted Vermicelli,55.0,55.0,0,1,400,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
MTR Roasted Vermicelli,105.0,105.0,0,4,850,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
MTR Seviyan Vermicelli,42.0,42.0,0,2,400,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
MTR Upma,50.0,45.0,10,6,160,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
MTR Vegetable Upma,25.0,25.0,0,0,60,True,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
MTR Vermicelli Payasam,75.0,75.0,0,6,180,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Maggi Ghee Tadka Upma Express Pouch,25.0,25.0,0,6,65,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Maggi Hot & Sweet - Tomato Chilli Sauce,170.0,153.0,10,1,1000,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Maggi Hot & Sweet Tomato Chilli Sauce,115.0,115.0,0,1,500,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Maggi Imli Sauce Pichkoo,22.0,22.0,0,6,90,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Maggi Magic Cubes Chicken,40.0,39.0,2,0,40,True,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Maggi Rich Tomato Ketchup,105.0,100.0,4,2,500,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
McCain Aloo Tikki,110.0,105.0,4,6,400,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
McCain Chilli Cheesy Nuggets,130.0,124.0,4,1,250,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
McCain Chilli Garlic Potato Bites Crunchy Potato Nuggets,125.0,118.0,5,1,420,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
McCain Crazy Fries Masala MixHot 'n' Tangy,120.0,114.0,5,6,400,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
McCain French Fries,120.0,114.0,5,1,420,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
McCain French Fries Crisp & Delicious,175.0,167.0,4,3,750,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
McCain Herb & Garlic Crazy Fries Masala Mix,120.0,114.0,5,5,400,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
McCain Masala - Fries,120.0,114.0,5,3,375,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
McCain Potato Cheese Shotz,130.0,124.0,4,6,250,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
McCain Smiles - Pudina Chatka,120.0,114.0,5,3,375,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
McCain Smiles Cripsy Happy Potatoes,120.0,114.0,5,6,415,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
McCain Super Wedges,120.0,111.0,7,6,400,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
McCain Veggie Burger Patty,115.0,111.0,3,6,360,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
McCain Veggie Fingers,117.0,111.0,5,6,400,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Mccain Emotibites - Crispy Happy Potato Snack,130.0,129.0,0,6,415,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Moi Soi  Black Bean Sauce - Dip Spread Stir Fry & Marinade,280.0,140.0,50,5,175,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Moi Soi Kung Pao Sauce - For Stir Fry Marinade Spread & Dip,280.0,140.0,50,5,175,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Moi Soi Manchurian Sauce - For Stir Fry Marinade Spread & Dip,280.0,140.0,50,6,175,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Moi Soi Sichuan Chilli Oil- For Stir Fry Marinade Spread & Dip,280.0,140.0,50,5,175,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Mother's Recipe Bhel Puri Chutney,55.0,50.0,9,4,200,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Mother's Recipe Ginger And Garlic Paste,50.0,38.0,24,0,200,True,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Mother's Recipe Gujrati Gorkeri Pickle,140.0,126.0,10,3,500,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Mother's Recipe Lime Pickle,120.0,114.0,5,1,400,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Mother's Recipe Madras Appalam,50.0,45.0,10,6,100,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Mother's Recipe Mango Pickle,120.0,120.0,0,1,400,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Mother's Recipe Mixed Pickle,85.0,77.0,9,2,300,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Mother's Recipe Mixed Pickle,115.0,110.0,4,0,400,True,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Mother's Recipe Pickle - Mango,125.0,113.0,9,6,400,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Mother's Recipe Pickle - Mango,149.0,109.0,26,4,500,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Mother's Recipe Pickle - Mixed,149.0,109.0,26,6,500,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Mother's Recipe Pickle - Red Stuffed Chilli,145.0,129.0,11,3,400,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Mother's Recipe Potato Papad,31.0,28.0,9,0,70,True,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Mother's Recipe Punjabi Teekha Mang Pickle,120.0,108.0,10,4,400,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Mothers Recipe Papad - Sabudana With Rock Salt,31.0,28.0,9,0,70,True,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Mothers Recipe Rice Papad Ajwain,24.0,24.0,0,0,75,True,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Mothers Recipe Tamrind Date Chutney,55.0,50.0,9,2,200,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Nestle A+ Actiplus Probiotic Dahi Plain Curd,78.0,75.0,3,5,400,False,3,3,"Beverages, Dairy, Bread & Batter, Health & Hygiene"
Nestle Ceregrow Multigrain Cereal with Milk and Fruits - 3 to 6 years,292.0,292.0,0,6,300,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Nestle Cerelac 5 Grains & Fruits Cereal,288.0,288.0,0,6,300,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Nestle Cerelac Baby Cereal With Milk Wheat-Rice Mixed Fruit,261.0,261.0,0,6,300,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Nestle Cerelac Baby Cereal with Milk 5 Grains & Vegetables from 18 to 24 Month,279.0,279.0,0,5,300,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Nestle Cerelac Wheat - Stage 1,190.0,190.0,0,6,300,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Nestle Lactogen Stage 2 Follow-up Formula Powder,340.0,340.0,0,2,400,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Nestle Nan Pro 4 Follow Up Formula Powder For Older Infants,620.0,620.0,0,1,400,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Nestle Nestle Nan Pro Follow-Up Formula,650.0,650.0,0,6,400,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Nestlé CERELAC Baby Cereal with Milk,272.0,272.0,0,1,300,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
"New Kellogg's Muesli with 21% Fruit, Nut & Seeds",325.0,305.0,6,6,500,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Organic India Apple Cider Vinegar,595.0,536.0,9,2,500,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Pantai Chilli Garlic Sauce,275.0,234.0,14,6,200,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Pantai Dark Soy Sauce,275.0,234.0,14,6,200,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Pantai Fish Sauce,275.0,234.0,14,6,200,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Pantai Green Curry Paste,60.0,56.0,6,6,50,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Pantai Green Curry Paste,150.0,128.0,14,5,114,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Pantai Hot Chilli Sauce,275.0,234.0,14,6,200,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Pantai Light Soy Sauce,275.0,234.0,14,5,200,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Pantai Oyster Sauce,275.0,234.0,14,4,200,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Pantai Pad Thai Sauce (Non-Veg),325.0,293.0,9,5,200,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Pantai Red Curry Paste,60.0,60.0,0,4,50,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Pantai Red Curry Paste,150.0,128.0,14,3,114,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Pantai Spring Roll Sauce,275.0,245.0,10,6,200,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Pantai Sriracha Green Chilli Sauce,225.0,191.0,15,6,200,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Pantai Sriracha Red Chilli Sauce,225.0,191.0,15,6,200,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Pantai Sriracha Yellow Chilli Sauce,225.0,191.0,15,6,200,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Pantai Sweet Chilli Sauce,275.0,234.0,14,6,200,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Pantai Teriyaki Sauce with Garlic,325.0,276.0,15,6,200,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Pediasure Premium Chocolate Powdered Health Drink,610.0,610.0,0,2,400,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Pedigree Dentastix  Dog Treat Oral Care for Adult Medium Breed,175.0,140.0,20,6,180,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Pedigree Dog Food Adult Chicken & Veg,660.0,594.0,10,1,3000,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Pedigree Dog Food Adult Meat & Rice,660.0,608.0,7,2,3000,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Pedigree Meat Jerky Adult Dog Treat Barbecued Chicken,140.0,112.0,20,6,80,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Pedigree Puppy Chicken Chunks in Gravy,35.0,34.0,2,0,70,True,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Pedigree Puppy Dry Dog Food Food Chicken & Milk,290.0,232.0,20,6,1200,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Pedigree Puppy Dry Dog Food Food Chicken & Milk,690.0,648.0,6,2,3000,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Prasuma Momos -  Cheesy Spicy Veg,295.0,295.0,0,6,24,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Prasuma Vegetable Momos,150.0,150.0,0,5,580,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Prasuma Vegetable Momos,270.0,270.0,0,5,24,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Remia Mayonnaise,230.0,230.0,0,6,241,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Remia Salad Caesar Dressing,250.0,250.0,0,6,250,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Remia Salad Italian Dressing,230.0,230.0,0,6,250,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Smith & Jones Masala Noodles,68.0,61.0,10,5,360,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Smith & Jones Masala Noodles,89.0,89.0,0,5,480,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Smith & Jones Pink Pasta Sauce Mix,40.0,40.0,0,4,46,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Smith & Jones Red Pasta Sauce Mix,40.0,40.0,0,6,46,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Smith & Jones White Pasta Sauce Mix,40.0,40.0,0,3,46,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Soulfull Millet Muesli Fruit & Nut Almonds & Real Fruits,299.0,269.0,10,6,400,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Soulfull Ragi Bites Choco Fills,169.0,160.0,5,4,250,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Soulfull Vanilla Fills - Ragi Bites,169.0,160.0,5,6,250,False,3,3,"Chocolates & Candies, Ice Cream & Desserts, Packaged Food"
Stayfree Advanced XL Ultra Comfort Sanitary napkins with Wings,175.0,175.0,0,3,812,False,3,3,"Health & Hygiene, Paan Corner, Personal Care"
Stayfree Dry Max All Night XL Dry Cover Sanitary Pads,340.0,298.0,12,6,28,False,3,3,"Health & Hygiene, Paan Corner, Personal Care"
Stayfree Dry-Max All Night Ultra-Dry Sanitary Pad,90.0,81.0,10,6,406,False,3,3,"Health & Hygiene, Paan Corner, Personal Care"
Stayfree Secure Cottony Soft Cover Sanitary Pad (Regular) with Wings,30.0,29.0,3,0,406,True,3,3,"Health & Hygiene, Paan Corner, Personal Care"
Stayfree Secure Dry Cover Extra Large Sanitary Pad,42.0,41.0,2,0,406,True,3,3,"Health & Hygiene, Paan Corner, Personal Care"
Stayfree Secure Dry Cover Regular Sanitary Pad With Wings,30.0,29.0,3,6,406,False,3,3,"Health & Hygiene, Paan Corner, Personal Care"
Stayfree Secure XL Size Sanitary Napkins,115.0,115.0,0,5,1160,False,3,3,"Health & Hygiene, Paan Corner, Personal Care"
Suguna Active - DHA,72.0,62.0,13,4,348,False,3,3,"Beverages, Dairy, Bread & Batter, Meats, Fish & Eggs"
Suguna Fit Egg,120.0,68.0,43,4,348,False,3,3,"Beverages, Dairy, Bread & Batter, Meats, Fish & Eggs"
Suguna Heart- Omega3,72.0,62.0,13,4,348,False,3,3,"Beverages, Dairy, Bread & Batter, Meats, Fish & Eggs"
Suguna Nourish Egg,62.0,62.0,0,0,696,True,3,3,"Beverages, Dairy, Bread & Batter, Meats, Fish & Eggs"
Suguna Nourish Egg,72.0,60.0,16,0,348,True,3,3,"Beverages, Dairy, Bread & Batter, Meats, Fish & Eggs"
