product_name,mrp_rupees,selling_price_rupees,discount_percent,available_quantity,weight_gms,is_out_of_stock,sku_rows,category_count,categories
Cornitos Cornitos Taco Shells - 4 Inches,110.0,88.0,20,6,80,False,2,2,"Cooking Essentials, Munchies"
Cornitos Peanut - Premium Salted,120.0,108.0,10,6,150,False,2,2,"Cooking Essentials, Munchies"
D'lecta Cheddar Cheese,199.0,189.0,5,6,200,False,2,2,"Beverages, Dairy, Bread & Batter"
D'lecta Cream Cheese,169.0,161.0,4,4,150,False,2,2,"Beverages, Dairy, Bread & Batter"
D'lecta Natural Feta Cheese Block,100.0,95.0,5,4,100,False,2,2,"Beverages, Dairy, Bread & Batter"
D'lecta Shredded Mozzarella Cheese,100.0,95.0,5,0,140,True,2,2,"Beverages, Dairy, Bread & Batter"
Daawat Rozana Gold Basmati Rice,90.0,89.0,1,0,1000,True,2,2,"Cooking Essentials, Munchies"
Daawat Rozana Super Basmati Rice,79.0,79.0,0,0,1000,True,2,2,"Cooking Essentials, Munchies"
Daawat Super Basmati Rice,185.0,169.0,8,0,1000,True,2,2,"Cooking Essentials, Munchies"
Dabur 100% Pure Honey,330.0,297.0,10,1,400,False,2,2,"Cooking Essentials, Munchies"
Dabur 100% Pure Honey - Worlds No.1,430.0,387.0,10,6,1000,False,2,2,"Cooking Essentials, Munchies"
Dabur Amla Hair Oil,88.0,88.0,0,2,180,False,2,2,"Paan Corner, Personal Care"
Dabur Ginger Garlic Paste,25.0,23.0,8,3,100,False,2,2,"Cooking Essentials, Munchies"
Dabur Ginger Garlic Paste,50.0,47.0,6,0,200,True,2,2,"Cooking Essentials, Munchies"
Dabur Gulabari Premium Rose Water,48.0,47.0,2,0,120,True,2,2,"Paan Corner, Personal Care"
Dabur Gulabari Rose Glow Face Cleanse,75.0,71.0,5,4,100,False,2,2,"Paan Corner, Personal Care"
Dabur Gulabari Rose Water Daily Glow,80.0,75.0,6,2,250,False,2,2,"Paan Corner, Personal Care"
Dabur Hommade - Garlic Paste,50.0,47.0,6,6,200,False,2,2,"Cooking Essentials, Munchies"
Dabur Hommade - Ginger Garlic Past Tub,110.0,104.0,5,6,400,False,2,2,"Cooking Essentials, Munchies"
Dabur Hommade - Ginger Paste,50.0,47.0,6,6,200,False,2,2,"Cooking Essentials, Munchies"
Dabur Honey,220.0,204.0,7,3,500,False,2,2,"Cooking Essentials, Munchies"
Dabur Honey - World's No.1,120.0,120.0,0,6,250,False,2,2,"Cooking Essentials, Munchies"
Dabur Honey Squeezy,185.0,167.0,9,6,225,False,2,2,"Cooking Essentials, Munchies"
Dabur Keora water - Authentic flavour for Biryani's and Desserts,62.0,58.0,6,6,250,False,2,2,"Cooking Essentials, Munchies"
Dabur Meswak Toothpaste,58.0,55.0,5,6,100,False,2,2,"Paan Corner, Personal Care"
Dabur Meswak Toothpaste,100.0,100.0,0,1,200,False,2,2,"Paan Corner, Personal Care"
Delight Nuts Almond Natural,349.0,279.0,20,6,200,False,2,2,"Cooking Essentials, Munchies"
Delight Nuts Berries Mix,399.0,319.0,20,6,200,False,2,2,"Cooking Essentials, Munchies"
Delight Nuts Cashew Roasted & Salted,425.0,340.0,20,6,200,False,2,2,"Cooking Essentials, Munchies"
Delight Nuts Cranberries Sliced,299.0,239.0,20,6,200,False,2,2,"Cooking Essentials, Munchies"
Delight Nuts Dried Blueberries,540.0,432.0,20,6,150,False,2,2,"Cooking Essentials, Munchies"
Delight Nuts Dried Cranberries,340.0,272.0,20,6,200,False,2,2,"Cooking Essentials, Munchies"
Delight Nuts Pista Roasted & Salted,425.0,340.0,20,6,200,False,2,2,"Cooking Essentials, Munchies"
Delight Nuts Trail Mix,399.0,299.0,25,6,200,False,2,2,"Cooking Essentials, Munchies"
Dettol Antiseptic Disinfectant Liquid,66.0,66.0,0,6,125,False,2,2,"Health & Hygiene, Home & Cleaning"
Dettol Antiseptic Liquid,30.0,30.0,0,0,60,True,2,2,"Health & Hygiene, Home & Cleaning"
Dettol Antiseptic Liquid,33.0,33.0,0,4,60,False,2,2,"Health & Hygiene, Home & Cleaning"
Dettol Effective Protection Antiseptic Liquid,116.0,116.0,0,0,250,True,2,2,"Health & Hygiene, Home & Cleaning"
Dettol Intense Cool Soap (B4G1),260.0,247.0,5,6,625,False,2,2,"Paan Corner, Personal Care"
Dettol Lather Shaving Cream,75.0,71.0,5,6,78,False,2,2,"Paan Corner, Personal Care"
Dettol Liquid Handwash With Free Liquid,99.0,99.0,0,6,200,False,2,2,"Paan Corner, Personal Care"
Dettol Original Germ Protection Bathing Soap Bar,166.0,157.0,5,4,375,False,2,2,"Paan Corner, Personal Care"
Dettol Original Liquid Handwash,89.0,85.0,4,6,200,False,2,2,"Paan Corner, Personal Care"
Dettol Original Liquid Handwash Refill,109.0,105.0,3,0,750,True,2,2,"Paan Corner, Personal Care"
Dettol Original Soap (B4G1),260.0,247.0,5,6,625,False,2,2,"Paan Corner, Personal Care"
Dettol SKincare Handwash Value Refill,109.0,105.0,3,6,750,False,2,2,"Paan Corner, Personal Care"
Dettol Skincare Liquid Hand Wash,79.0,79.0,0,6,200,False,2,2,"Paan Corner, Personal Care"
Dhara Filtered Groundnut Oil (Jar),1050.0,1035.0,1,6,5000,False,2,2,"Cooking Essentials, Munchies"
Dhara Filtered Groundnut Oil (Jar),1050.0,1050.0,0,2,5000,False,2,2,"Cooking Essentials, Munchies"
Dhara Groundnut Oil (Pouch),230.0,203.0,11,6,1000,False,2,2,"Cooking Essentials, Munchies"
Dhara Health Refined Sun Flower Oil Jar,1200.0,984.0,18,6,5000,False,2,2,"Cooking Essentials, Munchies"
Dhara Kachi Ghani Mustard Oil Jar,1250.0,1143.0,8,6,5000,False,2,2,"Cooking Essentials, Munchies"
Dhara Life Refined Ricebran Oil (Pouch),205.0,190.0,7,6,1000,False,2,2,"Cooking Essentials, Munchies"
Dhara Nourish Refined Sunflower Oil Pouch,210.0,199.0,5,6,1000,False,2,2,"Cooking Essentials, Munchies"
Dlecta Cheese Block,145.0,145.0,0,6,200,False,2,2,"Beverages, Dairy, Bread & Batter"
Dlecta Cheese Cubes 2,145.0,137.0,5,6,200,False,2,2,"Beverages, Dairy, Bread & Batter"
Dlecta Natural Cheddar Slices,199.0,189.0,5,6,200,False,2,2,"Beverages, Dairy, Bread & Batter"
Dove Cream Beauty Bathing Bar,235.0,212.0,9,6,125,False,2,2,"Paan Corner, Personal Care"
Dove Daily Shine Conditioner,90.0,81.0,10,1,80,False,2,2,"Paan Corner, Personal Care"
Dove Daily Shine Conditioner,190.0,190.0,0,6,175,False,2,2,"Paan Corner, Personal Care"
Dove Daily Shine Shampoo,240.0,240.0,0,4,340,False,2,2,"Paan Corner, Personal Care"
Dove Daily Shine Shampoo,645.0,612.0,5,3,650,False,2,2,"Paan Corner, Personal Care"
Dove Dandruff Care Shampoo,158.0,147.0,6,5,180,False,2,2,"Paan Corner, Personal Care"
Dove Dryness Care Conditioner Frizzy & Dry Hair,90.0,84.0,6,4,80,False,2,2,"Paan Corner, Personal Care"
Dove Dryness Care Shampoo,268.0,252.0,5,1,340,False,2,2,"Paan Corner, Personal Care"
Dove Hair Fall Rescue Conditioner,190.0,190.0,0,4,175,False,2,2,"Paan Corner, Personal Care"
Dove Hair Fall Rescue Shampoo,137.0,123.0,10,4,180,False,2,2,"Paan Corner, Personal Care"
Dove Hair Fall Rescue Shampoo,150.0,141.0,6,5,180,False,2,2,"Paan Corner, Personal Care"
Dove Hair Fall Rescue Shampoo,280.0,236.0,15,6,340,False,2,2,"Paan Corner, Personal Care"
Dove Intense Repair Conditioner,190.0,162.0,14,6,175,False,2,2,"Paan Corner, Personal Care"
Dove Pink Rosa Beauty Bathing Bar,245.0,221.0,9,6,100,False,2,2,"Paan Corner, Personal Care"
Dove Pink Rosa Beauty Bathinhg Bar,60.0,60.0,0,6,100,False,2,2,"Paan Corner, Personal Care"
Eastern Cumin Powder,49.0,48.0,2,6,100,False,2,2,"Cooking Essentials, Munchies"
Eastern Super Garam Masala,74.0,69.0,6,2,200,False,2,2,"Cooking Essentials, Munchies"
Eastern Tamarind,63.0,63.0,0,6,200,False,2,2,"Cooking Essentials, Munchies"
Engage Deo Frost,195.0,176.0,9,6,150,False,2,2,"Paan Corner, Personal Care"
"Engage Drizzle Deodorant For Women, Floral And Lavender, Skin Friendly",195.0,174.0,10,6,150,False,2,2,"Paan Corner, Personal Care"
Engage M1 Perfume Spray for Men,210.0,194.0,7,6,120,False,2,2,"Paan Corner, Personal Care"
Engage M2 Perfume Spray For Men,200.0,180.0,10,6,120,False,2,2,"Paan Corner, Personal Care"
Engage M3 Perfume Spray for Men,200.0,180.0,10,3,120,False,2,2,"Paan Corner, Personal Care"
Engage M4 Perfume Spray For Men,200.0,180.0,10,6,120,False,2,2,"Paan Corner, Personal Care"
Engage Man Rush Deodorant,195.0,176.0,9,6,150,False,2,2,"Paan Corner, Personal Care"
Engage Mate For Man Deo Spray,195.0,174.0,10,5,150,False,2,2,"Paan Corner, Personal Care"
Engage Rush Deodorant For Men,190.0,169.0,11,6,150,False,2,2,"Paan Corner, Personal Care"
"Engage Urge Deodorant For Men, Citrus And Woody, Skin Friendly",195.0,174.0,10,6,150,False,2,2,"Paan Corner, Personal Care"
Engage Woman Blush Body Deo Spray,195.0,174.0,10,5,150,False,2,2,"Paan Corner, Personal Care"
Epicurea Sushi Rice,295.0,295.0,0,6,500,False,2,2,"Cooking Essentials, Munchies"
Epicurea Thai Jasmine Rice,295.0,295.0,0,4,500,False,2,2,"Cooking Essentials, Munchies"
Epigamia Almond Milk Unsweetened Dairy Free,300.0,199.0,33,4,1000,False,2,2,"Beverages, Dairy, Bread & Batter"
Epigamia Greek Yogurt - Natural,200.0,200.0,0,1,400,False,2,2,"Beverages, Dairy, Bread & Batter"
Epigamia Misti Doi,30.0,30.0,0,6,85,False,2,2,"Beverages, Dairy, Bread & Batter"
Epigamia Natural Greek Yogurt,45.0,45.0,0,6,90,False,2,2,"Beverages, Dairy, Bread & Batter"
Everest Amchur Powder,42.0,41.0,2,0,50,True,2,2,"Cooking Essentials, Munchies"
Everest Black Pepper Powder,135.0,115.0,14,6,100,False,2,2,"Cooking Essentials, Munchies"
Everest Chaat Masala,35.0,34.0,2,1,50,False,2,2,"Cooking Essentials, Munchies"
Everest Chat Masala,65.0,59.0,9,0,100,True,2,2,"Cooking Essentials, Munchies"
Everest Chicken Masala,39.0,38.0,2,1,50,False,2,2,"Cooking Essentials, Munchies"
Everest Chicken Masala,74.0,72.0,2,6,100,False,2,2,"Cooking Essentials, Munchies"
Everest Chicken Masala,147.0,132.0,10,6,200,False,2,2,"Cooking Essentials, Munchies"
Everest Chole Masala,33.0,32.0,3,1,50,False,2,2,"Cooking Essentials, Munchies"
Everest Coriander Powder,32.0,31.0,3,0,100,True,2,2,"Cooking Essentials, Munchies"
Everest Coriander Powder,70.0,63.0,10,0,200,True,2,2,"Cooking Essentials, Munchies"
Everest Cumin Powder (Jeera),30.0,29.0,3,0,50,True,2,2,"Cooking Essentials, Munchies"
Everest Dry Ginger Powder,75.0,68.0,9,4,100,False,2,2,"Cooking Essentials, Munchies"
Everest Dry Mango Powder,80.0,80.0,0,5,100,False,2,2,"Cooking Essentials, Munchies"
Everest Garam Masala,42.0,41.0,2,2,50,False,2,2,"Cooking Essentials, Munchies"
Everest Garam Masala,78.0,72.0,7,5,100,False,2,2,"Cooking Essentials, Munchies"
Everest Garam Masala,158.0,142.0,10,6,200,False,2,2,"Cooking Essentials, Munchies"
Everest Hingraj Powder,90.0,81.0,10,2,50,False,2,2,"Cooking Essentials, Munchies"
Everest Kashmiri Lal Chilli Powder,310.0,279.0,10,0,500,True,2,2,"Cooking Essentials, Munchies"
Everest Kasuri Methi,25.0,25.0,0,6,25,False,2,2,"Cooking Essentials, Munchies"
Everest Kesari Milk Masala,205.0,205.0,0,2,50,False,2,2,"Cooking Essentials, Munchies"
Everest Kesari Milk Masala,205.0,205.0,0,6,50,False,2,2,"Cooking Essentials, Munchies"
Everest Kitchen King Masala,37.0,36.0,2,6,50,False,2,2,"Cooking Essentials, Munchies"
Everest Kitchen King Masala,70.0,60.0,14,2,100,False,2,2,"Cooking Essentials, Munchies"
Everest Kitchen King Masala,142.0,128.0,9,6,200,False,2,2,"Cooking Essentials, Munchies"
Everest Pani Puri Masala,31.0,30.0,3,6,50,False,2,2,"Cooking Essentials, Munchies"
Everest Pav Bhaji Masala,37.0,33.0,10,4,50,False,2,2,"Cooking Essentials, Munchies"
Everest Pav Bhaji Masala,70.0,70.0,0,2,100,False,2,2,"Cooking Essentials, Munchies"
Everest Powder - Tea Masala,98.0,89.0,9,5,100,False,2,2,"Cooking Essentials, Munchies"
Everest Rajma Masala,33.0,32.0,3,5,50,False,2,2,"Cooking Essentials, Munchies"
Everest Sabji Masala,30.0,29.0,3,6,50,False,2,2,"Cooking Essentials, Munchies"
Everest Saffron Kesar,120.0,120.0,0,0,1,True,2,2,"Cooking Essentials, Munchies"
Everest Sambhar Masala,34.0,33.0,2,0,50,True,2,2,"Cooking Essentials, Munchies"
Everest Shahi Biryani Masala,70.0,60.0,14,6,50,False,2,2,"Cooking Essentials, Munchies"
Everest Shahi Biryani Masala,245.0,245.0,0,6,200,False,2,2,"Cooking Essentials, Munchies"
Everest Shahi Paneer Masala,42.0,40.0,4,5,50,False,2,2,"Cooking Essentials, Munchies"
Everest Tea Masala,55.0,50.0,9,2,50,False,2,2,"Cooking Essentials, Munchies"
Everest Tikhalal Chilli Powder,235.0,212.0,9,6,500,False,2,2,"Cooking Essentials, Munchies"
Everest Tikhalal Hot & Red Chilly Powder,47.0,46.0,2,0,100,True,2,2,"Cooking Essentials, Munchies"
Everest Turmeric Powder,67.0,60.0,10,0,200,True,2,2,"Cooking Essentials, Munchies"
Fem Fairness Natural Gold Skin Bleach,85.0,79.0,7,4,64,False,2,2,"Paan Corner, Personal Care"
Fem Fairness Naturals Gold Skin Bleach,65.0,59.0,9,3,24,False,2,2,"Paan Corner, Personal Care"
Fem Fairness Naturals Hair Removal Cream Fair & Soft - Gold,65.0,58.0,10,4,40,False,2,2,"Paan Corner, Personal Care"
Fem Fairness Naturals Hair Removal Cream Fair & Soft - Rose,65.0,58.0,10,6,40,False,2,2,"Paan Corner, Personal Care"
Fem Fairness Naturals Saffron Skin Bleach,85.0,72.0,15,4,64,False,2,2,"Paan Corner, Personal Care"
Fiama Di Wills Lemongrass & Jojoba Gel Bar,176.0,158.0,10,6,375,False,2,2,"Paan Corner, Personal Care"
Fiama Di Wills Men's Refreshing Pulse Shower Gel,225.0,214.0,4,3,250,False,2,2,"Paan Corner, Personal Care"
Fiama Di Wills Shower Gel Patchouli & Macadamia,199.0,179.0,10,6,250,False,2,2,"Paan Corner, Personal Care"
Fiama Fresh Hand Wash,150.0,140.0,6,3,400,False,2,2,"Paan Corner, Personal Care"
Fiama Gel Bar Celebration Pack Buy 4 Get 1 Free,290.0,261.0,10,6,625,False,2,2,"Paan Corner, Personal Care"
Fiama Lemongrass and Jojoba Shower Gel,225.0,180.0,20,6,250,False,2,2,"Paan Corner, Personal Care"
Fiama Men's Refreshing Pulse Shower Gel,199.0,179.0,10,6,250,False,2,2,"Paan Corner, Personal Care"
Fiama Men's Refreshing Pulse Shower Gel,225.0,180.0,20,4,250,False,2,2,"Paan Corner, Personal Care"
Fiama Menthol & Magnolia Cooling Gel Bar Soap,160.0,141.0,11,6,375,False,2,2,"Paan Corner, Personal Care"
Fiama Peach & Avocado Gel Bar,176.0,158.0,10,3,375,False,2,2,"Paan Corner, Personal Care"
Fiama Scents Juniper & Geranium Body Wash,199.0,186.0,6,5,250,False,2,2,"Paan Corner, Personal Care"
Figaro Pure Olive Oil,325.0,299.0,8,1,200,False,2,2,"Cooking Essentials, Munchies"
Flying Bird Butter Scotch Essence,50.0,49.0,2,6,20,False,2,2,"Cooking Essentials, Munchies"
Flying Bird Food Essence - Kewra,50.0,50.0,0,6,20,False,2,2,"Cooking Essentials, Munchies"
Flying Bird Pineapple Artifical Food Essence,50.0,49.0,2,6,20,False,2,2,"Cooking Essentials, Munchies"
Flying Bird Premium Orange Artificial Food Essence,60.0,60.0,0,6,20,False,2,2,"Cooking Essentials, Munchies"
Flying Bird Vanilla Essence,35.0,34.0,2,6,20,False,2,2,"Cooking Essentials, Munchies"
Fogg Master - Royal Intense,250.0,250.0,0,5,120,False,2,2,"Paan Corner, Personal Care"
Fogg Paradise Fragrant Body Spray For Women,250.0,250.0,0,6,150,False,2,2,"Paan Corner, Personal Care"
Fogg Royal Fragrance Spray,230.0,230.0,0,4,150,False,2,2,"Paan Corner, Personal Care"
Fortune Besan Flour,120.0,120.0,0,0,1000,True,2,2,"Cooking Essentials, Munchies"
Fortune Biriyani Special Basmati Rice,175.0,175.0,0,5,1000,False,2,2,"Cooking Essentials, Munchies"
Fortune Kachi Ghani Mustard Oil Bottle,216.0,199.0,7,6,1000,False,2,2,"Cooking Essentials, Munchies"
Fortune Rice Bran (Pouch),225.0,199.0,11,6,1000,False,2,2,"Cooking Essentials, Munchies"
Fortune Rice Bran Health Oil (Jar),1050.0,1039.0,1,6,5000,False,2,2,"Cooking Essentials, Munchies"
Fortune Rozana Basmati Rice,585.0,462.0,21,6,5000,False,2,2,"Cooking Essentials, Munchies"
Fortune Soya Health Refined Soybean Oil,210.0,206.0,1,2,1000,False,2,2,"Cooking Essentials, Munchies"
Fortune Soyabean Oil,210.0,181.0,13,0,1000,True,2,2,"Cooking Essentials, Munchies"
Fortune Soyabean Oil,1005.0,999.0,0,6,5000,False,2,2,"Cooking Essentials, Munchies"
Fortune Sunlite Refined Sunflower (Jar),925.0,925.0,0,6,5000,False,2,2,"Cooking Essentials, Munchies"
Fortune Sunlite Refined Sunflower (Pouch),230.0,219.0,4,6,1000,False,2,2,"Cooking Essentials, Munchies"
"Garnier Color Naturals Crème Hair Color, Shade 5 Light Brown",180.0,180.0,0,1,100,False,2,2,"Paan Corner, Personal Care"
Garnier Colour Naturals Hair Colour - 1 Natural Black,80.0,80.0,0,1,60,False,2,2,"Paan Corner, Personal Care"
"Garnier Skin Naturals, Micellar Cleansing Water",199.0,189.0,5,4,125,False,2,2,"Paan Corner, Personal Care"
Gellette Presto Ready Shaver,20.0,20.0,0,1,58,False,2,2,"Paan Corner, Personal Care"
Gillete Mach3,260.0,234.0,10,6,116,False,2,2,"Paan Corner, Personal Care"
Gillette Classic Regular Pre Shave Foam,199.0,199.0,0,4,196,False,2,2,"Paan Corner, Personal Care"
Gillette Lemon Lime Shaving Foam,199.0,177.0,11,4,196,False,2,2,"Paan Corner, Personal Care"
Gillette Mach 3 Mens Razor Blades,499.0,460.0,7,4,232,False,2,2,"Paan Corner, Personal Care"
Gillette Mach 3 Start,249.0,249.0,0,6,116,False,2,2,"Paan Corner, Personal Care"
Gillette Mach 3 Turbo Cartridges,649.0,578.0,10,6,232,False,2,2,"Paan Corner, Personal Care"
Gillette Mach 3 Turbo Razor,349.0,325.0,6,5,58,False,2,2,"Paan Corner, Personal Care"
Gillette Pre Shave Foam - Classic Regular Skin,225.0,225.0,0,6,418,False,2,2,"Paan Corner, Personal Care"
Gillette Presto Ready Shaver 5 Cartridges,88.0,82.0,6,6,290,False,2,2,"Paan Corner, Personal Care"
Gillette Sensitive Shaving Foam,225.0,210.0,6,4,418,False,2,2,"Paan Corner, Personal Care"
Gits Dessert Mix China Grass Bombay Halwa,55.0,55.0,0,4,80,False,2,2,"Cooking Essentials, Munchies"
Gits Gulab Jamun Instant Dessert Mix,99.0,89.0,10,6,200,False,2,2,"Cooking Essentials, Munchies"
Gits Jalebi with Maker Dessert Mix,75.0,63.0,16,6,100,False,2,2,"Cooking Essentials, Munchies"
Gits Khaman Dhokla Instant Snack Mix,65.0,61.0,6,6,180,False,2,2,"Cooking Essentials, Munchies"
Gits Medu Vada Instant Snack Mix,90.0,86.0,4,6,200,False,2,2,"Cooking Essentials, Munchies"
Gits Rice Dosa Instant Breakfast Mix,60.0,57.0,5,5,200,False,2,2,"Cooking Essentials, Munchies"
Gits Veg Biryani Ready to Eat,110.0,99.0,10,6,265,False,2,2,"Cooking Essentials, Munchies"
Glow & Lovely Advanced Multivitamin Face Cream,213.0,190.0,10,6,110,False,2,2,"Paan Corner, Personal Care"
Go Cheese Pizza Blend Mozzarella + Cheddar,125.0,118.0,5,0,200,True,2,2,"Beverages, Dairy, Bread & Batter"
Go Cheese Processed Angles Plain,100.0,95.0,5,6,160,False,2,2,"Beverages, Dairy, Bread & Batter"
Go Cheese Processed Block,249.0,237.0,4,6,400,False,2,2,"Beverages, Dairy, Bread & Batter"
Go Cheese Processed Squares,125.0,118.0,5,6,200,False,2,2,"Beverages, Dairy, Bread & Batter"
Go Cheese Slice - Plain,140.0,133.0,5,6,200,False,2,2,"Beverages, Dairy, Bread & Batter"
Go Pizza Cheese,140.0,133.0,5,6,200,False,2,2,"Beverages, Dairy, Bread & Batter"
Go Processed Cheese Block,125.0,119.0,4,6,200,False,2,2,"Beverages, Dairy, Bread & Batter"
Godrej Aer Power Pocket - Long Lasting Bathroom Fragrance Floral Delight,55.0,55.0,0,6,10,False,2,2,"Paan Corner, Personal Care"
Godrej Cinthol Lime Refreshing Deo Soap,116.0,116.0,0,0,400,True,2,2,"Paan Corner, Personal Care"
Godrej Cinthol Lime Talc,55.0,55.0,0,3,100,False,2,2,"Paan Corner, Personal Care"
Godrej Easy 5 Minute Natural Brown 4 Hair Colour,29.0,29.0,0,5,20,False,2,2,"Paan Corner, Personal Care"
Godrej Easy Natural Black Hair Colour,25.0,25.0,0,5,20,False,2,2,"Paan Corner, Personal Care"
Godrej Expert Creme Hair Natural Brown Colour,30.0,30.0,0,6,20,False,2,2,"Paan Corner, Personal Care"
"Godrej Expert Rich Crème, Burgundy",33.0,33.0,0,6,20,False,2,2,"Paan Corner, Personal Care"
"Godrej Expert Rich Crème, Dark Brown",30.0,30.0,0,4,20,False,2,2,"Paan Corner, Personal Care"
"Godrej Expert Rich Crème, Natural Black",30.0,30.0,0,6,20,False,2,2,"Paan Corner, Personal Care"
Godrej No.1 Bathing Soap – Lime & Aloe Vera,100.0,84.0,16,0,500,True,2,2,"Paan Corner, Personal Care"
Godrej No.1 Bathing Soap – Lime & Aloe Vera,149.0,149.0,0,6,600,False,2,2,"Paan Corner, Personal Care"
"Godrej No.1 Bathing Soap, Jasmine",84.0,84.0,0,0,400,True,2,2,"Paan Corner, Personal Care"
Godrej Nupur Henna,75.0,75.0,0,5,150,False,2,2,"Paan Corner, Personal Care"
Godrej Nupur – 100% Pure Henna (Mehendi),10.0,10.0,0,6,18,False,2,2,"Paan Corner, Personal Care"
Godrej Protekt,99.0,99.0,0,3,750,False,2,2,"Paan Corner, Personal Care"
Godrej Protekt Germ Fighter Handwash,99.0,99.0,0,6,750,False,2,2,"Paan Corner, Personal Care"
Gowardhan Classic Block Fresh Paneer,89.0,81.0,8,6,200,False,2,2,"Beverages, Dairy, Bread & Batter"
Gowardhan Cow Ghee Pouch,579.0,521.0,10,6,1000,False,2,2,"Cooking Essentials, Munchies"
Gowardhan Ghee Jar,598.0,579.0,3,6,1000,False,2,2,"Cooking Essentials, Munchies"
Gowardhan Ghee/Tuppa Jar,315.0,309.0,1,6,500,False,2,2,"Cooking Essentials, Munchies"
Gowardhan Pure Ghee Pouch,295.0,281.0,4,6,500,False,2,2,"Cooking Essentials, Munchies"
HImalaya Gentle Baby Wipes,200.0,180.0,10,3,72,False,2,2,"Paan Corner, Personal Care"
Hamam Soap Bar Neem Tulsi and Aloe Vera,58.0,58.0,0,6,150,False,2,2,"Paan Corner, Personal Care"
Happilo Premium 100% Natural Whole Cashews,335.0,235.0,29,6,200,False,2,2,"Cooking Essentials, Munchies"
Happilo Premium Afghani Anjeer,365.0,256.0,29,2,200,False,2,2,"Cooking Essentials, Munchies"
Happilo Premium International Queen Kalmi Dates,245.0,172.0,29,6,200,False,2,2,"Cooking Essentials, Munchies"
Head & Shoulders 2 In 1 Anti Dandruff Shampoo Conditioner,195.0,174.0,10,4,180,False,2,2,"Paan Corner, Personal Care"
Head & Shoulders 2 In 1 Anti Dandruff Smooth & Silky Shampoo+Conditioner,375.0,334.0,10,6,340,False,2,2,"Paan Corner, Personal Care"
Head & Shoulders 2-in-1 Active Protect Shampoo,375.0,338.0,9,6,340,False,2,2,"Paan Corner, Personal Care"
Head & Shoulders 2-in-1 Cool Menthol Anti Dandruff Shampoo + Conditioner,375.0,375.0,0,1,340,False,2,2,"Paan Corner, Personal Care"
Head & Shoulders Anti Dandruff Anti Hairfall Shampoo,285.0,285.0,0,5,340,False,2,2,"Paan Corner, Personal Care"
Head & Shoulders Anti Dandruff Shampoo Cool Menthol,295.0,266.0,9,6,340,False,2,2,"Paan Corner, Personal Care"
Head & Shoulders Anti-Dandruff Smooth & Silky Shampoo,150.0,150.0,0,4,180,False,2,2,"Paan Corner, Personal Care"
Head & Shoulders Anti-Dandruff Smooth & Silky Shampoo,285.0,266.0,6,6,340,False,2,2,"Paan Corner, Personal Care"
"Head & Shoulders Shampoo + Conditioner - 2-In-1, Cool Menthol",365.0,365.0,0,1,340,False,2,2,"Paan Corner, Personal Care"
Head & shoulders Anti Dandruff Shampoo Cool Menthol,170.0,170.0,0,6,180,False,2,2,"Paan Corner, Personal Care"
Hershey's Caramel Syrup,230.0,230.0,0,1,623,False,2,2,"Cooking Essentials, Munchies"
Hershey's Chocolate Flavour Syrup,220.0,205.0,6,6,623,False,2,2,"Cooking Essentials, Munchies"
Hershey's Chocolate Milk Booster,200.0,200.0,0,6,450,False,2,2,"Cooking Essentials, Munchies"
Hershey's Chocolate Syrup,95.0,95.0,0,4,200,False,2,2,"Cooking Essentials, Munchies"
Hershey's Cocoa - Natural Unsweetened,270.0,243.0,10,4,225,False,2,2,"Cooking Essentials, Munchies"
Hershey's Cocoa Powder,95.0,95.0,0,5,70,False,2,2,"Cooking Essentials, Munchies"
Hershey's Hot Chocolate Powder,210.0,210.0,0,4,250,False,2,2,"Cooking Essentials, Munchies"
Hershey's Syrup Delicious Strawberry,95.0,95.0,0,1,200,False,2,2,"Cooking Essentials, Munchies"
Hersheys Chocolate Almond Syrup,200.0,200.0,0,2,450,False,2,2,"Cooking Essentials, Munchies"
Himalaya Anti Dandruff Shampoo,140.0,126.0,10,1,200,False,2,2,"Paan Corner, Personal Care"
Himalaya Anti Dandruff Shampoo,140.0,128.0,8,2,200,False,2,2,"Paan Corner, Personal Care"
Himalaya Anti Dandruff Shampoo,260.0,213.0,18,1,400,False,2,2,"Paan Corner, Personal Care"
Himalaya Anti Hair Fall Shampoo,130.0,114.0,12,2,200,False,2,2,"Paan Corner, Personal Care"
Himalaya Anti Hair Fall Shampoo,490.0,367.0,25,4,700,False,2,2,"Paan Corner, Personal Care"
Himalaya Anti-Hair Fall Shampoo,230.0,188.0,18,1,400,False,2,2,"Paan Corner, Personal Care"
Himalaya Baby Lotion,165.0,145.0,12,3,200,False,2,2,"Paan Corner, Personal Care"
Himalaya Baby Lotion,300.0,264.0,12,1,400,False,2,2,"Paan Corner, Personal Care"
Himalaya Baby Nourishing Massage Oil,200.0,160.0,20,2,200,False,2,2,"Paan Corner, Personal Care"
Himalaya Baby Powder,80.0,73.0,8,4,100,False,2,2,"Paan Corner, Personal Care"
Himalaya Baby Powder,235.0,188.0,20,6,400,False,2,2,"Paan Corner, Personal Care"
Himalaya Diaper Rash Cream,80.0,72.0,10,2,20,False,2,2,"Paan Corner, Personal Care"
Himalaya Gentle Baby Bath,165.0,150.0,9,6,200,False,2,2,"Paan Corner, Personal Care"
Himalaya Gentle Baby Shampoo,170.0,146.0,14,6,200,False,2,2,"Paan Corner, Personal Care"
